countryName_,year_,value_Usd_,status_,continent_
Barbados,1999,10190000.00,Normal value,North America
Barbados,2000,48100000.00,Normal value,North America
Barbados,2001,10300000.00,Normal value,North America
Barbados,2010,33600000.00,Normal value,North America
Barbados,2011,117180000.00,Normal value,North America
Barbados,2012,16000000.00,Normal value,North America
Barbados,2013,6400000.00,Normal value,North America
Barbados,2014,8700000.00,Normal value,North America
Barbados,2018,11220000.00,Normal value,North America
Barbados,2019,13790000.00,Normal value,North America
Barbados,2020,6260000.00,Normal value,North America
Barbados,2021,220000.00,Normal value,North America
Belarus,2014,25060000.00,Normal value,Europe
Belarus,2015,8440000.00,Normal value,Europe
Belarus,2016,18380000.00,Normal value,Europe
Belarus,2017,21990000.00,Normal value,Europe
Belarus,2018,14200000.00,Normal value,Europe
Belarus,2019,14970000.00,Normal value,Europe
Belarus,2020,6050000.00,Normal value,Europe
Belarus,2021,8440000.00,Normal value,Europe
Belarus,2022,7630000.00,Normal value,Europe
Belarus,2023,4430000.00,Normal value,Europe
Belarus,2024,16140000.00,Normal value,Europe
Belgium,1975,576010000.00,Normal value,Europe
Belgium,1976,661000000.00,Normal value,Europe
Belgium,1977,620000000.00,Normal value,Europe
Belgium,1978,723000000.00,Normal value,Europe
Belgium,1979,1056010000.00,Normal value,Europe
Belgium,1980,772530000.00,Normal value,Europe
Belgium,1981,621220000.00,Normal value,Europe
Belgium,1982,1034380000.00,Normal value,Europe
Belgium,1983,1315560000.00,Normal value,Europe
Belgium,1984,1442630000.00,Normal value,Europe
Belgium,1985,2211400000.00,Normal value,Europe
Belgium,1986,4801260000.00,Normal value,Europe
Belgium,1987,8049500000.00,Normal value,Europe
Belgium,1988,8238000000.00,Normal value,Europe
Belgium,1989,8493120000.00,Normal value,Europe
Belgium,1990,7285890000.00,Normal value,Europe
Belgium,1991,6761040000.00,Normal value,Europe
Belgium,1992,7770800000.00,Normal value,Europe
Belgium,1993,10556370000.00,Normal value,Europe
Belgium,1994,12992300000.00,Normal value,Europe
Belgium,1995,15196200000.00,Normal value,Europe
Belgium,1996,21877400000.00,Normal value,Europe
Belgium,1997,28467060000.00,Normal value,Europe
Belgium,1998,58960900000.00,Normal value,Europe
Belgium,1999,50562290000.00,Normal value,Europe
Belgium,2000,38584170000.00,Normal value,Europe
Belgium,2001,37775700000.00,Normal value,Europe
Belgium,2002,38167730000.00,Normal value,Europe
Belgium,2003,41355490000.00,Normal value,Europe
Belgium,2004,75105190000.00,Normal value,Europe
Belgium,2005,106522720000.00,Normal value,Europe
Belgium,2006,135253470000.00,Normal value,Europe
Belgium,2007,231569720000.00,Normal value,Europe
Belgium,2008,190715380000.00,Normal value,Europe
Belgium,2009,123238720000.00,Normal value,Europe
Belgium,2010,107418060000.00,Normal value,Europe
Belgium,2011,103250420000.00,Normal value,Europe
Belgium,2012,100925430000.00,Normal value,Europe
Belgium,2013,115306850000.00,Normal value,Europe
Belgium,2014,107247760000.00,Normal value,Europe
Bermuda,1995,32100000.00,Normal value,North America
Bermuda,1996,35700000.00,Normal value,North America
Bermuda,1997,96400000.00,Normal value,North America
Bermuda,1998,97600000.00,Normal value,North America
Bermuda,1999,226000000.00,Normal value,North America
Bermuda,2000,136000000.00,Normal value,North America
Bermuda,2001,213000000.00,Normal value,North America
Bermuda,2002,92000000.00,Normal value,North America
Bermuda,2003,50720000.00,Normal value,North America
Bermuda,2004,63970000.00,Normal value,North America
Bermuda,2005,68350000.00,Normal value,North America
Bermuda,2006,157000000.00,Normal value,North America
Bermuda,2007,161920000.00,Normal value,North America
Bermuda,2008,102000000.00,Normal value,North America
Bermuda,2009,30990000.00,Normal value,North America
Bermuda,2010,104510000.00,Normal value,North America
Bermuda,2011,18730000.00,Normal value,North America
Bermuda,2012,29260000.00,Normal value,North America
Bermuda,2013,44100000.00,Normal value,North America
Bermuda,2014,23670000.00,Normal value,North America
Bermuda,2015,15310000.00,Normal value,North America
Bermuda,2016,216970000.00,Normal value,North America
Bermuda,2017,39140000.00,Normal value,North America
Bermuda,2018,49150000.00,Normal value,North America
Bermuda,2019,43780000.00,Normal value,North America
Bermuda,2020,24290000.00,Normal value,North America
Bermuda,2021,22640000.00,Normal value,North America
Bermuda,2022,12660000.00,Normal value,North America
Bermuda,2023,19560000.00,Normal value,North America
Bermuda,2024,11250000.00,Normal value,North America
Botswana,1994,30000000.00,Normal value,Africa
Botswana,1995,37910000.00,Normal value,Africa
Botswana,1996,28510000.00,Normal value,Africa
Botswana,1997,56400000.00,Normal value,Africa
Botswana,1998,66250000.00,Normal value,Africa
Botswana,1999,36710000.00,Normal value,Africa
Botswana,2018,158440000.00,Normal value,Africa
Botswana,2019,159590000.00,Normal value,Africa
Botswana,2020,63150000.00,Normal value,Africa
Botswana,2021,153610000.00,Normal value,Africa
Botswana,2022,89180000.00,Normal value,Africa
Botswana,2023,302090000.00,Normal value,Africa
Botswana,2024,88990000.00,Normal value,Africa
Brazil,1979,3243400000.00,Normal value,South America
Brazil,1980,5375700000.00,Normal value,South America
Brazil,1981,6183900000.00,Normal value,South America
Brazil,1982,5925400000.00,Normal value,South America
Brazil,1983,3508700000.00,Normal value,South America
Brazil,1984,7413700000.00,Normal value,South America
Brazil,1985,16579730000.00,Normal value,South America
Brazil,1986,28909560000.00,Normal value,South America
Brazil,1987,9826800000.00,Normal value,South America
Brazil,1988,6100000000.00,Normal value,South America
Brazil,1989,4152600000.00,Normal value,South America
Brazil,1990,5842900000.00,Normal value,South America
Brazil,1991,11767600000.00,Normal value,South America
Brazil,1992,23062200000.00,Normal value,South America
Brazil,1993,35188000000.00,Normal value,South America
Brazil,1994,81758100000.00,Normal value,South America
Brazil,1995,78902600000.00,Normal value,South America
Brazil,1996,116128300000.00,Normal value,South America
Brazil,1997,217399100000.00,Normal value,South America
Brazil,1998,172862330000.00,Normal value,South America
Brazil,1999,158849900000.00,Normal value,South America
Brazil,2000,94051280000.00,Normal value,South America
Brazil,2001,64476950000.00,Normal value,South America
Brazil,2002,39374690000.00,Normal value,South America
Brazil,2003,70478750000.00,Normal value,South America
Brazil,2004,113682350000.00,Normal value,South America
Brazil,2005,170920010000.00,Normal value,South America
Brazil,2006,279476770000.00,Normal value,South America
Brazil,2007,645438740000.00,Normal value,South America
Brazil,2008,569862390000.00,Normal value,South America
Brazil,2009,707866810000.00,Normal value,South America
Brazil,2010,908131940000.00,Normal value,South America
Brazil,2011,824916470000.00,Normal value,South America
Brazil,2012,831638950000.00,Normal value,South America
Brazil,2013,739678310000.00,Normal value,South America
Brazil,2014,644171360000.00,Normal value,South America
Brazil,2015,419977770000.00,Normal value,South America
Brazil,2016,561080859110.76,Normal value,South America
Brazil,2017,642502620122.42,Normal value,South America
Brazil,2018,769196110000.00,Normal value,South America
Brazil,2019,1038725260000.00,Normal value,South America
Brazil,2020,1373595920000.00,Normal value,South America
Brazil,2021,1409724270000.00,Normal value,South America
Brazil,2022,1292158980000.00,Normal value,South America
Brazil,2023,1199260060000.00,Normal value,South America
Brazil,2024,909655220000.00,Normal value,South America
Bulgaria,1993,2200000.00,Normal value,Europe
Bulgaria,1994,2200000.00,Normal value,Europe
Bulgaria,1995,4200000.00,Normal value,Europe
Bulgaria,1996,9690000.00,Normal value,Europe
Bulgaria,1997,43330000.00,Normal value,Europe
Bulgaria,1998,146110000.00,Normal value,Europe
Bulgaria,1999,5800000.00,Normal value,Europe
Bulgaria,2000,4110000.00,Normal value,Europe
Bulgaria,2001,70300000.00,Normal value,Europe
Bulgaria,2002,163100000.00,Normal value,Europe
Bulgaria,2003,116210000.00,Normal value,Europe
Bulgaria,2004,458150000.00,Normal value,Europe
Bulgaria,2005,781480000.00,Normal value,Europe
Bulgaria,2006,1868260000.00,Normal value,Europe
Bulgaria,2007,6784270000.00,Normal value,Europe
Bulgaria,2008,1314850000.00,Normal value,Europe
Bulgaria,2009,487090000.00,Normal value,Europe
Bulgaria,2010,377250000.00,Normal value,Europe
Bulgaria,2011,321870000.00,Normal value,Europe
Bulgaria,2012,362000000.00,Normal value,Europe
Bulgaria,2013,879600000.00,Normal value,Europe
Bulgaria,2018,210180000.00,Normal value,Europe
Bulgaria,2019,170420000.00,Normal value,Europe
Bulgaria,2020,212590000.00,Normal value,Europe
Bulgaria,2021,288950000.00,Normal value,Europe
Bulgaria,2022,357890000.00,Normal value,Europe
Bulgaria,2023,223700000.00,Normal value,Europe
Bulgaria,2024,182910000.00,Normal value,Europe
Canada,1975,5208850000.00,Normal value,North America
Canada,1976,6368860000.00,Normal value,North America
Canada,1977,6667000000.00,Normal value,North America
Canada,1978,10159000000.00,Normal value,North America
Canada,1979,18077390000.00,Normal value,North America
Canada,1980,27156300000.00,Normal value,North America
Canada,1981,23686730000.00,Normal value,North America
Canada,1982,16468200000.00,Normal value,North America
Canada,1983,28169400000.00,Normal value,North America
Canada,1984,25308240000.00,Normal value,North America
Canada,1985,38991270000.00,Normal value,North America
Canada,1986,57184660000.00,Normal value,North America
Canada,1987,93254500000.00,Normal value,North America
Canada,1988,68777140000.00,Normal value,North America
Canada,1989,89380290000.00,Normal value,North America
Canada,1990,68125140000.00,Normal value,North America
Canada,1991,73335290000.00,Normal value,North America
Canada,1992,75705320000.00,Normal value,North America
Canada,1993,133358660000.00,Normal value,North America
Canada,1994,156142060000.00,Normal value,North America
Canada,1995,183405600000.00,Normal value,North America
Canada,1996,264981700000.00,Normal value,North America
Canada,1997,337957940000.00,Normal value,North America
Canada,1998,356701110000.00,Normal value,North America
Canada,1999,392672780000.00,Normal value,North America
Canada,2000,628487350000.00,Normal value,North America
Canada,2001,445950640000.00,Normal value,North America
Canada,2002,448461700000.00,Normal value,North America
Canada,2003,506548290000.00,Normal value,North America
Canada,2004,706494160000.00,Normal value,North America
Canada,2005,932109740000.00,Normal value,North America
Canada,2006,1237142820000.00,Normal value,North America
Canada,2007,1744996560000.00,Normal value,North America
Canada,2008,1502829750000.00,Normal value,North America
Canada,2009,1332847390000.00,Normal value,North America
Canada,2010,1404844510000.00,Normal value,North America
Canada,2011,1473875430000.00,Normal value,North America
Canada,2012,1347972580000.00,Normal value,North America
Canada,2013,1323581430000.00,Normal value,North America
Canada,2014,1343788840000.00,Normal value,North America
Canada,2015,1096074730000.00,Normal value,North America
Canada,2016,1153366674108.80,Normal value,North America
Canada,2017,1280149390000.00,Normal value,North America
Canada,2018,1373654880000.00,Normal value,North America
Canada,2019,1432565050000.00,Normal value,North America
Canada,2020,1954060880000.00,Normal value,North America
Canada,2021,2189944900000.00,Normal value,North America
Canada,2022,2249248630000.00,Normal value,North America
Canada,2023,2020101590000.00,Normal value,North America
Canada,2024,2149980220000.00,Normal value,North America
Cayman Islands,2006,1580000.00,Normal value,North America
Cayman Islands,2007,5800000.00,Normal value,North America
Cayman Islands,2008,1400000.00,Normal value,North America
Cayman Islands,2009,1900000.00,Normal value,North America
Cayman Islands,2010,1000000.00,Normal value,North America
Cayman Islands,2011,2540000.00,Normal value,North America
Cayman Islands,2012,2540000.00,Normal value,North America
Cayman Islands,2015,500000.00,Normal value,North America
Cayman Islands,2018,440000.00,Normal value,North America
Cayman Islands,2019,3480000.00,Normal value,North America
Cayman Islands,2020,1300000.00,Normal value,North America
Channel Islands,1999,73500000.00,Normal value,Europe
Channel Islands,2000,34460000.00,Normal value,Europe
Channel Islands,2001,59800000.00,Normal value,Europe
Channel Islands,2002,46990000.00,Normal value,Europe
Channel Islands,2003,8470000.00,Normal value,Europe
Channel Islands,2004,12520000.00,Normal value,Europe
Channel Islands,2005,2750000.00,Normal value,Europe
Channel Islands,2006,780000.00,Normal value,Europe
Channel Islands,2007,100000.00,Normal value,Europe
Chile,1980,753000000.00,Normal value,South America
Chile,1981,449000000.00,Normal value,South America
Chile,1982,221000000.00,Normal value,South America
Chile,1983,107000000.00,Normal value,South America
Chile,1984,100000000.00,Normal value,South America
Chile,1985,144000000.00,Normal value,South America
Chile,1986,755000000.00,Normal value,South America
Chile,1987,1266000000.00,Normal value,South America
Chile,1988,1525000000.00,Normal value,South America
Chile,1989,1879000000.00,Normal value,South America
Chile,1990,1577000000.00,Normal value,South America
Chile,1991,1768840000.00,Normal value,South America
Chile,1992,1921160000.00,Normal value,South America
Chile,1993,2641310000.00,Normal value,South America
Chile,1994,5298300000.00,Normal value,South America
Chile,1995,11086000000.00,Normal value,South America
Chile,1996,1078430000.00,Normal value,South America
Chile,1997,7427600000.00,Normal value,South America
Chile,1998,4299050000.00,Normal value,South America
Chile,1999,6521940000.00,Normal value,South America
Chile,2000,5763660000.00,Normal value,South America
Chile,2001,4071120000.00,Normal value,South America
Chile,2002,2661800000.00,Normal value,South America
Chile,2003,7562670000.00,Normal value,South America
Chile,2004,13081570000.00,Normal value,South America
Chile,2005,20450590000.00,Normal value,South America
Chile,2006,27812170000.00,Normal value,South America
Chile,2007,45162640000.00,Normal value,South America
Chile,2008,28872350000.00,Normal value,South America
Chile,2009,37034010000.00,Normal value,South America
Chile,2010,57925320000.00,Normal value,South America
Chile,2011,51266630000.00,Normal value,South America
Chile,2012,46491890000.00,Normal value,South America
Chile,2013,41226990000.00,Normal value,South America
Chile,2014,27130870000.00,Normal value,South America
Chile,2015,19674570000.00,Normal value,South America
Chile,2016,23973143323.61,Normal value,South America
Chile,2017,38092071235.15,Normal value,South America
Chile,2018,45747320000.00,Normal value,South America
Chile,2019,37944140000.00,Normal value,South America
Chile,2020,41468860000.00,Normal value,South America
Chile,2021,41881150000.00,Normal value,South America
Chile,2022,41196010000.00,Normal value,South America
Chile,2023,30665530000.00,Normal value,South America
Chile,2024,29307930000.00,Normal value,South America
China,1993,39965300000.00,Normal value,Asia
China,1994,68172600000.00,Normal value,Asia
China,1995,77528800000.00,Normal value,Asia
China,1996,307739100000.00,Normal value,Asia
China,1997,371054900000.00,Normal value,Asia
China,1998,284389900000.00,Normal value,Asia
China,2000,752583100000.00,Normal value,Asia
China,2001,462779500000.00,Normal value,Asia
China,2002,338208200000.00,Normal value,Asia
China,2003,388001840000.00,Normal value,Asia
China,2004,511495930000.00,Normal value,Asia
China,2005,392366700000.00,Normal value,Asia
China,2006,1158991130000.00,Normal value,Asia
China,2007,6305448050000.00,Normal value,Asia
China,2008,3905057640000.00,Normal value,Asia
China,2009,7830776640000.00,Normal value,Asia
China,2010,8257742340000.00,Normal value,Asia
China,2011,6673984990000.00,Normal value,Asia
China,2012,5027199160000.00,Normal value,Asia
China,2013,7695981020000.00,Normal value,Asia
China,2014,11959329140000.00,Normal value,Asia
China,2015,39326016590000.00,Normal value,Asia
China,2016,18295058830306.60,Normal value,Asia
China,2017,17223330026369.80,Normal value,Asia
China,2018,13070642240000.00,Normal value,Asia
China,2019,18249424550000.00,Normal value,Asia
China,2020,31583538490000.00,Normal value,Asia
China,2021,40359993540000.00,Normal value,Asia
China,2022,32462598490000.00,Normal value,Asia
China,2023,29815012950000.00,Normal value,Asia
China,2024,34873674380000.00,Normal value,Asia
Colombia,1980,357000000.00,Normal value,South America
Colombia,1981,490000000.00,Normal value,South America
Colombia,1982,124000000.00,Normal value,South America
Colombia,1983,62000000.00,Normal value,South America
Colombia,1984,54000000.00,Normal value,South America
Colombia,1985,43000000.00,Normal value,South America
Colombia,1986,52000000.00,Normal value,South America
Colombia,1987,105000000.00,Normal value,South America
Colombia,1988,95000000.00,Normal value,South America
Colombia,1989,101000000.00,Normal value,South America
Colombia,1990,108000000.00,Normal value,South America
Colombia,1991,358000000.00,Normal value,South America
Colombia,1992,828000000.00,Normal value,South America
Colombia,1993,908000000.00,Normal value,South America
Colombia,1994,2633000000.00,Normal value,South America
Colombia,1995,1202000000.00,Normal value,South America
Colombia,1996,2557000000.00,Normal value,South America
Colombia,1997,2389000000.00,Normal value,South America
Colombia,1998,3263000000.00,Normal value,South America
Colombia,1999,1382000000.00,Normal value,South America
Colombia,2000,1179000000.00,Normal value,South America
Colombia,2001,784000000.00,Normal value,South America
Colombia,2002,1031000000.00,Normal value,South America
Colombia,2003,805800000.00,Normal value,South America
Colombia,2004,2079600000.00,Normal value,South America
Colombia,2005,9548720000.00,Normal value,South America
Colombia,2006,15617180000.00,Normal value,South America
Colombia,2007,17247590000.00,Normal value,South America
Colombia,2008,18034040000.00,Normal value,South America
Colombia,2009,19849620000.00,Normal value,South America
Colombia,2010,22697170000.00,Normal value,South America
Colombia,2011,25946340000.00,Normal value,South America
Colombia,2012,32202940000.00,Normal value,South America
Colombia,2013,20409200000.00,Normal value,South America
Colombia,2014,17216000000.00,Normal value,South America
Colombia,2015,11586530000.00,Normal value,South America
Colombia,2016,14167836235.68,Normal value,South America
Colombia,2017,13865382953.34,Normal value,South America
Colombia,2018,13662420000.00,Normal value,South America
Colombia,2019,13904860000.00,Normal value,South America
Colombia,2020,10000100000.00,Normal value,South America
Colombia,2021,7167570000.00,Normal value,South America
Colombia,2022,6502170000.00,Normal value,South America
Colombia,2023,4068560000.00,Normal value,South America
Colombia,2024,4934550000.00,Normal value,South America
Costa Rica,1993,11000000.00,Normal value,North America
Costa Rica,1994,21700000.00,Normal value,North America
